Unique_id,Links,Name,Ratings,Price_for_one,Cuisine1,cuisine 2,cuisine 3,cuisine 4,cusine 5,cusine 6,cusine 7,cusine 8,Links2,Address,latitude,longitude,category,Dishes,Dishes2,Dishes3,Dishes4,Dishes5,Dishes6,Dishes7,Dishes8,Dishes9,Dishes10,Dishes11,Dishes12,Dishes13,Dishes14,Dishes15,Dishes16,Dishes17,Dishes18,Dishes19,Dishes20,Prices,Prices2,Prices3,Prices4,Prices5,Prices6,Prices7,Prices8,Prices9,Prices10,Prices11,Prices12,Prices13,Prices14,Prices15,Prices16,Prices17,Prices18,Prices19,Prices20,AVG_of_prices,Reviews
443,https://www.zomato.com/bangalore/burnout-cafe-infantry-road-bangalore/order,Burnout Cafe,3,250,Cafe, Beverages, Continental, Italian, Chinese, Fast Food, Asian, Desserts,https://www.zomato.com/bangalore/burnout-cafe-infantry-road-bangalore/order,Infantry Road,12.97977577,77.60372043, Quick Bites (29) Soups And Salads (13),Grilled Chicken Steak, Penne Alfredo Pasta, Quick Bites, Mini Punjabi Samosa, Mushroom Cheese Bombs, Chilli Starter, Fries, Garlic Bread, Loaded Nachos Veg, Chilli Garlic Potato, Chips & Dips, Asian Stir Fried Vegetables, Cheese Baked Potatoes, Crumb Fried Veggie Nuggets, Chilli Cheese Toast, Crumb Fried Mozzarella, Paneer Shashlik, Bbq Meat Ball (chicken), Chicken Lollipop," Fish Starters""""""""",439,299,169,189,209,149,129,249,159,159,169,189,169,179,189,219,239,255,329,249,216.8,"1,320"
446,https://www.zomato.com/bangalore/spicy-corner-jeevan-bhima-nagar/order,Spicy Corner,4.1,350,Chinese,,,,,,,,https://www.zomato.com/bangalore/spicy-corner-jeevan-bhima-nagar/order,Jeevan Bhima Nagar,12.96869843,77.64879495, Combos (2) Starters (16),Fried Rice Combo, Paneer Manchurian, Gobi Manchurian, Noodles Combo, Mixed Manchurian, Schezwan Noodles, Baby Corn Manchurian, Paneer Chilly, Veg Fried Rice, Mushroom Manchurian, Mushroom Pepper Fry, Paneer Fried Rice, Baby Corn Pepper Fry, Veg Noodles, Paneer Noodles, Jeera Fried Rice, Combos, Fried Rice Combo, Noodles Combo, Starters,120,100,90,120,130,100,100,110,80,100,130,100,130,90,110,80,120,120,90,90,105.5,813
497,https://www.zomato.com/bangalore/art-of-delight-residency-road/order,Art of Delight,4.2,250,Ice Cream, Desserts, Waffle, Beverages,,,,,https://www.zomato.com/bangalore/art-of-delight-residency-road/order,Residency Road,12.97342805,77.60929875, Celebration Box (Half Kg. Ice Cream Cakes) (6) Cheesecake & Dessert Jars (9),Milk Biki w/ White Choco Nutella Ice Cream, Triple Chocolate Supreme Ice Cream Sundae, The Gianduja Cheesecake Ice Cream Cake, Ice Cream - Choice of 2 Flavours (100 g), The Almond Fudge Brownie Ice Cream Cake, Belgian Chocolate Brownie Sandwich, Salted Caramel Rocky Road Ice Cream [500 ml Tub], Banoffee Sundae, Ultimate Brownie Shake, Lychee Ice Cream Sundae, Mississippi Mudpie Dessert Jar, Blueberry Cheesecake Dessert Jar, Lychees with Ice Cream & Cream Sundae, Kicker Snickers Ice Cream Sundae, Chocolate Supreme Ice Cream Sundae, Banatella Sundae, Build Your Own Waffle, Caramel Mocha, Hot Choco Choco Fudge Ice Cream Sundae, Parle G & Belgian Chocolate w/ Choco Almond Coating,59,179,699,109,499,129,379,169,249,239,209,209,209,199,179,179,89,148.31,129,59,215.97,"1,702"
502,https://www.zomato.com/bangalore/tiwaris-ghee-paratha-and-chaats-basavanagudi-bangalore/order,Tiwari's Ghee Paratha And Chaats,3.8,250,North Indian, Rajasthani, Street Food,,,,,,https://www.zomato.com/bangalore/tiwaris-ghee-paratha-and-chaats-basavanagudi-bangalore/order,Basavanagudi,12.93872687,77.57067729, Paratha (10) Chaat (9),2 Aloo Paratha 1 Plate], 2 Aloo Pyaaz Paratha [1 Plate], 2 Rajasthani Masala Paratha [1 Plate], Sev Puri, Dahi Papdi Chaat, 2 Muli Paratha [1 Plate], Gulkand Flavour Sweet Lassi [300 ml], Hot Khoya Jamun [1 Piece], Dahi Samosa Chaat, Paratha, 2 Aloo Paratha [1 Plate], 2 Aloo Pyaaz Paratha [1 Plate], 2 Paneer Paratha [1 Plate], 2 Palak Paneer Paratha [1 Plate], 2 Kasuri Methi Paratha [1 Plate], 2 Pyaaz Paratha [1 Plate], 2 Rajasthani Masala Paratha [1 Plate], 2 Palak Paratha [1 Plate], 2 Muli Paratha [1 Plate], 3 Ajwain Plain Paratha [1 Plate],145,145,145,70,70,145,50,37,70,145,145,145,135,145,145,145,145,145,145,70,119.35,"1,490"
514,https://www.zomato.com/bangalore/al-bain-restaurant-kammanahalli-bangalore/order,AL Bain Restaurant,3.5,100,North Indian, Arabian, Chinese, Lebanese, Desserts, Beverages,,,https://www.zomato.com/bangalore/al-bain-restaurant-kammanahalli-bangalore/order,Kammanahalli,13.01526631,77.63929255, Combos (6) Soups And Salad (9),Chicken Mandi, Chicken Al Faham Mandi, Mexican Chicken, Arabic Al Faham, Chicken Crispy Roll, Afghani Chicken Roll, Qabuli Uzbeki Mutton Rice, Mutton Mandi, Qabuli Uzbeki Chicken Rice, Mayonnaise, Plain Biryani, Chilli Egg Manchurian, Tenders Coconut Pudding, Combos, Ghee Rice Combo [Serves 2], Starter Combo [Serves 2], Arabic Al Faham With Kubus [Serves 3], Tandoori Roti Combo [Serves 3], Butter Naan Combo [Serves 3], Tandoori Mix Platter [Serves 3],270,280,300,290,140,140,340,330,280,30,150,130,95,490,540,550,720,750,900,125,342.5,"1,362"
522,https://www.zomato.com/bangalore/the-bangalore-creamery-indiranagar-bangalore/order,The Bangalore Creamery,4.1,100,Ice Cream, Desserts, Beverages, Shake, Waffle,,,,https://www.zomato.com/bangalore/the-bangalore-creamery-indiranagar-bangalore/order,Indiranagar,12.96015902,77.64534228, Merry Treats (12) Signature Sundaes (18),Classic Cold Coffee, Chocolate Truffle Sundae, Chocolate Thickshake, Devils Death By Chocolate, Chocolate Cold Coffee, Very Berry Smoothie, Brownie Therapy Sundae, Blueberry Cheesecake Sundae, Strawberry Cheesecake Sundae, Nutella Sundae, Oreo Milkshake, Death By Chocolate, Strawberry Smoothie, Banana & Peanut Butter Smoothie, Oreo Cold Coffee, Strawberry Milkshake, Vanilla Milkshake, Blackcurrant Ice Cream, Choco Vanilla Cupcake, Strawberry Ice Cream,169,169,219,209,169,199,179,239,239,219,169,209,179,169,169,169,159,69,65,69,171.8,"4,151"
551,https://www.zomato.com/bangalore/aadvik-ka-kitchen-2-rt-nagar-bangalore/order,Aadvik Ka Kitchen,4,250,North Indian, Chinese, South Indian, Street Food, Beverages, Sichuan,,,https://www.zomato.com/bangalore/aadvik-ka-kitchen-2-rt-nagar-bangalore/order,RT Nagar,13.02449633,77.59535763, Combos (2) Thali and Meals (1),Bhindi Fry, Chicken Ghee Roast, Chole Bhature, Chicken Biryani, Butter Chicken, Palak Paneer, Rajma Rice, Chicken Curry Combo, Aloo Puri, Aloo Paratha, Phulka, Egg Curry Combo, Paneer Biryani, Dal Makhani, Spicy Paneer Masala, Mushroom Masala, Bhindi Masala, Chicken Curry, Jeera Rice, Egg Masala,50,120,60,110,120,70,70,140,50,40,10,100,120,70,70,70,50,110,100,70,80,14
554,https://www.zomato.com/bangalore/shahi-family-restaurant-ulsoor-bangalore/order,Shahi Family Restaurant,3.6,200,North Indian, Chinese, South Indian, Biryani,,,,,https://www.zomato.com/bangalore/shahi-family-restaurant-ulsoor-bangalore/order,Ulsoor,12.9754942,77.62258373, Meals (3) Meals with Slads (3),Chicken Kebab, Chicken Biryani + Chilli Chicken Dry, Chicken Roll, Chicken Noodle + Chilli Chicken in Gravy +Salad, Gobi Manchurian, Chicken Pepper Masala Gravy, Kuska Dum Masala Rice, Chicken Fried Rice, Double Egg Bhurji + Big Wheat Paratha, Chilli Chicken Dry Gravy, Dry Chilli Chicken, Paneer Butter Masala, Boneless Chicken Hyderabadi Gravy, Boneless Chicken Kohlapuri Gravy, Chilli Fish, Chicken Pepper Fry, Chicken Mughlai Gravy, Special Veg Biryani + Paneer Butter Masala + Salad, Chicken Noodles, Gobi Fried Rice,85,119.5,99.5,119.5,80,89.5,45,100,69.5,89.5,99.5,90,119.5,119.5,100,99.5,99.5,94.5,90,90,94.95,458
563,https://www.zomato.com/bangalore/sendhoor-coffee-indiranagar-bangalore/order,Sendhoor Coffee,3.8,200,South Indian, Beverages,,,,,,,https://www.zomato.com/bangalore/sendhoor-coffee-indiranagar-bangalore/order,Indiranagar,12.97053429,77.63336559, Sushi & Roll (70) Sashimi (5),Pork Chashu Tonkotsu Ramen, Chicken Katsu Tonkotsu Ramen, Tuna Sushi (6 pcs), (Veg) Tofu Katsu Donburi, Chicken Bulgogi Ricebowl, Spicy Tuna Maki Roll (Uramaki, 8 pcs), Chicken Karaage Bento/Dosirak, Salmon Maki Roll (Hosomaki, 6 pcs), Spicy Chicken Gunkan Sushi - 6 pcs, Citron Soy Dressing Salmon Capraccio, Crab-Mayo Gunkan Sushi - 6 pcs, Teriyaki Tofu Maki Roll, Cream Cheese Wasabi Maki Roll (Uramaki, 8 pcs), Prawn Tempura & Salad Maki Roll (Futomaki, 6 pcs), Tuna-Mayo Maki Roll (Futomaki, 6 pcs),500,500,540,490,490,490,490,440,420,420,420,200,390,380,380,380,360,350,290,280,410.5,"2,379"
574,https://www.zomato.com/bangalore/1522-the-pub-residency-road-bangalore/order,1522 - The Pub,4.3,100,Chinese, North Indian, Continental, Finger Food, Seafood, Beverages,,,https://www.zomato.com/bangalore/1522-the-pub-residency-road-bangalore/order,Residency Road,12.97306539,77.60894537, Chaat (9) Drinks (Beverages) (57),Veg Cheese Grilled Sandwich, Sev Batata Puri, Idli Vada, Blue Lagoon Mocktail, Rava Idli, Mosambi Juice, Muskmelon Shake, Idli, Lychee Shake, Bhel Puri, Ghee Roast Dosa, Rava Onion Dosa, Apple Juice, Cold Coffee with Ice Cream, Cheese Masala Dosa, Rava Onion Masala Dosa, Chaat, Pani Puri, Sev Batata Puri, Sev Dahi Batata Puri,180,110,95,140,60,120,120,60,120,110,110,100,140,150,140,110,100,110,120,110,115.25,975
590,https://www.zomato.com/bangalore/namaste-vijay-nagar-bangalore/order,Namaste,4,450,Street Food, South Indian,,,,,,,https://www.zomato.com/bangalore/namaste-vijay-nagar-bangalore/order,Vasanth Nagar,12.99221395,77.59427704,"  Recommended (14), South Indian (11), Lunch (1)  ", Masala Dosa, Poori Sagu [3 Pieces], Rice Bath, Onion Dosa, 2 Ragi Roti, Plain Dosa, Kokum Juice [200 ml], Kesari Bath, Vada [2 Pieces], Buttermilk [200 ml], Kayi Obbattu/Holige [Box of 4], Pineapple Obbattu [1 Piece], Maddur Vada [2 Pieces], Extra Breakfast Sambar (250ml), South Indian, Vada [2 Pieces], Maddur Vada [2 Pieces], Masala Dosa, Plain Dosa, Poori Sagu [3 Pieces],99,79,109,109,59,49,45,55,45,139,59,55,49,55,55,59,59,99,109,109,74.8,350
619,https://www.zomato.com/bangalore/karnataka-chicken-biryani-point-basaveshwara-nagar-bangalore/order,Karnataka Chicken Biryani Point,3.4,150,Biryani, Kebab, Chinese, South Indian, Sichuan,,,,https://www.zomato.com/bangalore/karnataka-chicken-biryani-point-basaveshwara-nagar-bangalore/order,Basaveshwara Nagar,12.98995714,77.5456848," Biriyani Items (4) KebabS (6)""""""""",Chicken kabab 500 gms, Chicken fried rice, Chicken kabab 100 gms, Lemon chicken dry, Leg piece (kalmi), Biriyani Items, Biriyani Rice with Egg, Chicken biriyani, Biriyani rice (khuska), Chicken biriyani with egg," KebabS""""""""", Chicken kabab 100 gms, Chicken kabab 200 gms, Chicken kabab 250 gms, Chicken kabab 500 gms, Chicken kabab 1kg, Leg piece (kalmi), Rice Items (pure veg), White rice, Jeera rice,350,110,70,120,80,75,110,60,125,70,140,175,350,700,80,60,60,70,60,70,146.75,"5,766"
175,https://www.zomato.com/bangalore/natraj-chole-bhature-indiranagar-bangalore/order,Natraj Chole Bhature,4.1,100,North Indian,,,,,,,,https://www.zomato.com/bangalore/natraj-chole-bhature-indiranagar-bangalore/order,Indiranagar,12.98233259,77.63794608,"Recommended (6), Chats (5), Snacks (5)", Gulab Jamun (1 Pc), Dal Kachori With Aloo Sabzi, Rasmalai, Dahi Puri / Stuffed Golgappe, Samosa 1 Piece, Dhokla (1 Pc ), Chats, Bhalla Papdi, Dahi Bhalla, Dahi Puri / Stuffed Golgappe, Pappdi Chaat, Raj Kachori, Snacks, Dal Kachori With Aloo Sabzi, Dhokla (1 Pc ), Fresh Malai Paneer (250 Gms), Paneer Bread Pakoda, Samosa 1 Piece, Extras, Fresh Malai Paneer 1/2kg (500gram),35,60,40,120,40,40,120,120,120,120,120,60,40,125,60,40,250,35,95,45,84.25,"23,100"
195,https://www.zomato.com/bangalore/sri-durga-chats-juice-vijay-nagar-bangalore/order,Sri Durga Chats & Juice,4.2,100,Fast Food, Street Food, Beverages, Desserts,,,,,https://www.zomato.com/bangalore/sri-durga-chats-juice-vijay-nagar-bangalore/order,Vijay Nagar,12.97,77.54,"Recommended (14), Starters (24), Main Course (21)",[ Mutton Boti, Mutton Meal, Head Mutton, Guntur Chicken, Fish Chilli, Neer Dosa, Fish Kebab, Egg 65, Bangda Fish Rava Fry, Mutton Biryani Rice, Egg Bhurji, Chicken Donne Biryani, Biryani Rice, Chicken Chilli, Starters, Egg 65, Egg Chilli, Egg Manchurian, Chicken Leg [2 Pieces], Chicken Lollipop,150,250,150,150,140,40,120,100,100,70,60,100,60,150,100,80,100,150,150,150,118.5,"14,000"
210,https://www.zomato.com/bangalore/gopaljee-cafe-koramangala-7th-block-bangalore/order,Gopaljee Cafe,4.1,200,Street Food, North Indian, Beverages,,,,,,https://www.zomato.com/bangalore/gopaljee-cafe-koramangala-7th-block-bangalore/order,Koramangala,12.9368981,77.6121217,"Recommended (19), Chole Bhature (7), Poori (4)", Chole Bhature, Chole Kulche, Bedmi Poori With Aloo Ki Sabji, Panipoori Soooji 6 Pieces, Poori With Chole, Dahi Papdi Chaat, Extra Bhature 1 Piece, Gulab Jamun 2 Pieces, Dahi Bhalla, Extra Kulcha(1ps), Thali, Dahi Poori 5 Pieces, Vada Pao, Bread Pakora 2 Pieces, Shahi Dabeli-2 Pcs, Extra Poori 2 Pieces, Aloo Tikki With Chole 2 Pieces, Extra Aloo Ki Sabji 250 Ml, Pithi Kachori With Aloo Ki Sabji 2 Pieces, Chole Bhature,189,189,179,82,189,109,92,79,109,49,199,109,169,99,189,70,159,129,109,189,134.35,"1,498"
223,https://www.zomato.com/bangalore/wonder-sipp-vijay-nagar-bangalore/order,Wonder Sipp,3.4,350,Fast Food, Sandwich, Burger, Pizza,,,,,https://www.zomato.com/bangalore/wonder-sipp-vijay-nagar-bangalore/order,Vijay Nagar,12.97,77.54,"Recommended (9), Soft Beverages and Snacks Combos (14), Family and Friends Combos (3)",[ Cheese Pizza [5 inches], Pri Peri Potato Twister, Peri Peri French Fry, 1 Veg Cheese Burger+ 1 Cheese Sandwich + 1 Fries, Peri Peri French Fries + Sandwich, American Corn Pizza [5 inches] with Soft Beverage, Sweet Corn Pizza [5 inches], American Corn Cheese Sandwich, Jumbo Mushroom Burger, Soft Beverages and Snacks Combos, 1 Veg Sandwich with 1Sandwich, Cheese Pizza[5 Inch] + Sandwich, Peri Peri Potato Twister + Burger, Burger + Sandwich, Mexican Pizza[5 Inch] + Burger, Sandwich with Smiley, Paneer Pizza [5 inches] with Twister, Peri Peri Potato Twister with fries, Tandoori Veg Nuggets with Cheese Balls with French Fries, Sweet Corn Pizza [5 inches] with Sandwich,90,50,60,190,99,99,95,65,60,125,175,130,130,180,135,180,110,190,180,199,127.1,446
